FEATURE_ID|FEATURE_NAME|FEATURE_CLASS|STATE_ALPHA|STATE_NUMERIC|COUNTY_NAME|COUNTY_NUMERIC|PRIMARY_LAT_DMS|PRIM_LONG_DMS|PRIM_LAT_DEC|PRIM_LONG_DEC|SOURCE_LAT_DMS|SOURCE_LONG_DMS|SOURCE_LAT_DEC|SOURCE_LONG_DEC|ELEV_IN_M|ELEV_IN_FT|MAP_NAME|DATE_CREATED|DATE_EDITED
1390262|Aviation Island|Island|UM|74|Palmyra Atoll|400|055321N|1620408W|5.8891667|-162.0688889|||||||Unknown|01/01/2000|
1390263|Barren Island|Island|UM|74|Palmyra Atoll|400|055238N|1620243W|5.8772222|-162.0452778|||||||Unknown|01/01/2000|
1390264|Bird Island|Island|UM|74|Palmyra Atoll|400|055206N|1620344W|5.8683333|-162.0622222|||||||Unknown|01/01/2000|
1390265|Center Lagoon|Lake|UM|74|Palmyra Atoll|400|055255N|1620438W|5.8819444|-162.0772222|||||||Unknown|01/01/2000|
1390266|Cooper Island|Island|UM|74|Palmyra Atoll|400|055311N|1620451W|5.8863889|-162.0808333|||||||Unknown|01/01/2000|06/02/2010
1390267|East Lagoon|Lake|UM|74|Palmyra Atoll|400|055252N|1620358W|5.8811111|-162.0661111|||||||Unknown|01/01/2000|
1390268|Eastern Island|Island|UM|74|Palmyra Atoll|400|055241N|1620335W|5.8780556|-162.0597222|||||||Unknown|01/01/2000|
1390269|Engineer Island|Island|UM|74|Palmyra Atoll|400|055214N|1620417W|5.8705556|-162.0713889|||||||Unknown|01/01/2000|
1390270|Holei Island|Island|UM|74|Palmyra Atoll|400|055210N|1620356W|5.8694444|-162.0655556|||||||Unknown|01/01/2000|
1390271|Home Island|Island|UM|74|Palmyra Atoll|400|055213N|1620558W|5.8702778|-162.0994444|||||||Unknown|01/01/2000|
1390272|Kaula Island|Island|UM|74|Palmyra Atoll|400|055222N|1620506W|5.8727778|-162.085|||||||Unknown|01/01/2000|
1390273|Kingman Reef|Bar|UM|74|Kingman Reef|250|062435N|1622201W|6.4097222|-162.3669444|||||||Unknown|01/01/2000|
1390274|La Paloma Channel|Channel|UM|74|Palmyra Atoll|400|062331N|1622246W|6.3919444|-162.3794444|||||||Unknown|01/01/2000|
1390275|Marine Island|Island|UM|74|Palmyra Atoll|400|055220N|1620446W|5.8722222|-162.0794444|||||||Unknown|01/01/2000|
1390276|Palmyra Atoll|Island|UM|74|Palmyra Atoll|400|055252N|1620421W|5.8811111|-162.0725|||||||Unknown|01/01/2000|11/23/2011
1390277|Papala Island|Island|UM|74|Palmyra Atoll|400|055231N|1620342W|5.8752778|-162.0616667|||||||Unknown|01/01/2000|
1390278|Paradise Island|Island|UM|74|Palmyra Atoll|400|055219N|1620537W|5.8719444|-162.0936111|||||||Unknown|01/01/2000|
1390279|Pelican Island|Island|UM|74|Palmyra Atoll|400|055221N|1620340W|5.8725|-162.0611111|||||||Unknown|01/01/2000|
1390280|Penguin Spit|Bar|UM|74|Palmyra Atoll|400|055206N|1620625W|5.8683333|-162.1069444|||||||Unknown|01/01/2000|
1390281|Portsmouth Point|Cape|UM|74|Palmyra Atoll|400|055252N|1620305W|5.8811111|-162.0513889|||||||Unknown|01/01/2000|
1390282|Quail Island|Island|UM|74|Palmyra Atoll|400|055316N|1620351W|5.8877778|-162.0641667|||||||Unknown|01/01/2000|
1390283|Sand Island|Island|UM|74|Palmyra Atoll|400|055222N|1620630W|5.8727778|-162.1083333|||||||Unknown|01/01/2000|
1390284|Sawle Point|Cape|UM|74|Palmyra Atoll|400|055318N|1620613W|5.8883333|-162.1036111|||||||Unknown|01/01/2000|
1390285|Strawn Island|Island|UM|74|Palmyra Atoll|400|055318N|1620603W|5.8883333|-162.1008333|||||||Unknown|01/01/2000|
1390286|Tananger Island|Island|UM|74|Palmyra Atoll|400|055219N|1620436W|5.8719444|-162.0766667|||||||Unknown|01/01/2000|
1390287|West Lagoon|Lake|UM|74|Palmyra Atoll|400|055252N|1620544W|5.8811111|-162.0955556|||||||Unknown|01/01/2000|
1390288|Whippoorwill Island|Island|UM|74|Palmyra Atoll|400|055305N|1620326W|5.8847222|-162.0572222|||||||Unknown|01/01/2000|
1392964|Akau Island|Island|UM|74|Johnston Atoll|200|164550N|1693102W|16.7638889|-169.5172222|||||||Unknown|01/01/2000|
1392997|Baker Island|Island|UM|74|Baker Island|050|001141N|1762846W|.1947222|-176.4794444|||||||Unknown|01/01/2000|
1392998|Baker Island National Wildlife Refuge|Park|UM|74|Baker Island|050|001141N|1762846W|.1947222|-176.4794444|||||||Unknown|01/01/2000|
1393008|East Point|Cape|UM|74|Navassa Island|350|182351N|0750011W|18.3975|-75.0030556|||||||Unknown|01/01/2000|
1393009|Eastern Island|Island|UM|74|Midway Islands|300|281222N|1771949W|28.2061111|-177.3302778|||||||Unknown|01/01/2000|01/17/2006
