FEATURE_ID|FEATURE_NAME|FEATURE_CLASS|STATE_ALPHA|STATE_NUMERIC|COUNTY_NAME|COUNTY_NUMERIC|PRIMARY_LAT_DMS|PRIM_LONG_DMS|PRIM_LAT_DEC|PRIM_LONG_DEC|SOURCE_LAT_DMS|SOURCE_LONG_DMS|SOURCE_LAT_DEC|SOURCE_LONG_DEC|ELEV_IN_M|ELEV_IN_FT|MAP_NAME|DATE_CREATED|DATE_EDITED
454693|Blood Run|Stream|IA|19|Lyon|119|432753N|0963507W|43.4646983|-96.5853224|433209N|0962411W|43.5359|-96.40303|387|1270|Klondike|04/30/1979|11/22/2010
464437|Altamont Moraine|Range|MN|27|Kittson|069|475231N|0970002W|47.8752555|-97.0006334|||||255|837|Grand Forks|01/01/1990|
639819|Beaver Creek|Stream|MN|27|Rock|133|433331N|0963513W|43.5585856|-96.58699|434854N|0961534W|43.8149698|-96.259476|390|1280|Brandon|01/11/1980|
640135|Big Stone Lake|Reservoir|MN|27|Big Stone|011|452433N|0963639W|45.4092435|-96.6108638|||||295|968|Big Stone Lake East|01/11/1980|06/22/2011
640348|Bois de Sioux River|Stream|MN|27|Wilkin|167|461552N|0963555W|46.2644033|-96.5986848|455142N|0963423W|45.8616269|-96.5731247|290|951|Wahpeton|01/11/1980|04/15/2011
641367|Cobb Creek|Stream|MN|27|Yellow Medicine|173|444406N|0962605W|44.7349634|-96.4347731|444406N|0962605W|44.7349634|-96.4347731|461|1512|Canby NW|01/11/1980|
642549|Culver Lake|Lake|MN|27|Yellow Medicine|173|444250N|0962713W|44.7138523|-96.4536623|||||504|1654|Canby NW|01/11/1980|
643728|Flandreau Creek|Stream|MN|27|Pipestone|117|440330N|0963316W|44.0583042|-96.5544895|441353N|0961706W|44.2313571|-96.2850383|467|1532|Flandreau|01/11/1980|
643850|Fourmile Creek|Stream|MN|27|Rock|133|433226N|0963209W|43.54053|-96.5358771|433406N|0962246W|43.5683055|-96.3794812|429|1407|Brandon|01/11/1980|
644868|Lake Hendricks|Lake|MN|27|Lincoln|081|442946N|0962703W|44.4960747|-96.4508803|||||535|1755|Lake Benton NW|01/11/1980|
646542|Lazarus Creek|Stream|MN|27|Lac qui Parle|073|444755N|0960818W|44.798573|-96.1383729|443800N|0962848W|44.6332967|-96.4800505|331|1086|Dawson SW|01/11/1980|
646859|Little Minnesota River|Stream|MN|27|Big Stone|011|453314N|0964742W|45.5538503|-96.7950719|453314N|0964742W|45.5538503|-96.7950719|295|968|Browns Valley|01/11/1980|
647198|Lost Creek|Stream|MN|27|Lac qui Parle|073|445535N|0962201W|44.9263526|-96.3669936|445538N|0962421W|44.9271861|-96.405884|336|1102|Mount Wickham|01/11/1980|
647730|Medary Creek|Stream|MN|27|Lincoln|081|441117N|0964601W|44.1880252|-96.7669967|441616N|0961922W|44.2710788|-96.3228178|476|1562|Medary|01/11/1980|
648028|Monighan Creek|Stream|MN|27|Lac qui Parle|073|444927N|0962614W|44.8241304|-96.4372737|444927N|0962614W|44.8241304|-96.4372737|394|1293|Gary|01/11/1980|
648355|Mud Lake|Reservoir|MN|27|Traverse|155|455142N|0963423W|45.8616269|-96.5731247|||||295|968|Wheaton West|01/11/1980|
