FEATURE_ID|FEATURE_NAME|FEATURE_CLASS|STATE_ALPHA|STATE_NUMERIC|COUNTY_NAME|COUNTY_NUMERIC|PRIMARY_LAT_DMS|PRIM_LONG_DMS|PRIM_LAT_DEC|PRIM_LONG_DEC|SOURCE_LAT_DMS|SOURCE_LONG_DMS|SOURCE_LAT_DEC|SOURCE_LONG_DEC|ELEV_IN_M|ELEV_IN_FT|MAP_NAME|DATE_CREATED|DATE_EDITED
171013|Peetz Table|Area|CO|08|Logan|075|405840N|1030332W|40.9777645|-103.0588116|||||1341|4400|Peetz|10/13/1978|
171029|Sidney Draw|Valley|NE|31|Cheyenne|033|410816N|1030122W|41.1377621|-103.0227017|405207N|1040404W|40.8685965|-104.0677264|1256|4121|Brownson|10/13/1978|11/09/2010
182687|Highline Canal|Canal|CO|08|Sedgwick|115|405810N|1023137W|40.9694351|-102.5268556|||||1118|3668|Sedgwick|10/13/1978|
182688|Cottonwood Creek|Stream|CO|08|Sedgwick|115|405511N|1023355W|40.9197132|-102.5651893|405850N|1030107W|40.9805426|-103.0185329|1096|3596|Sedgwick|10/13/1978|10/23/2009
182689|Sand Draw|Valley|CO|08|Sedgwick|115|405837N|1022956W|40.9769352|-102.4987995|410358N|1023458W|41.0660996|-102.5826908|1113|3652|Ovid|10/13/1978|
182690|Sedgwick Draw|Valley|CO|08|Sedgwick|115|405729N|1023242W|40.9580463|-102.5449113|410201N|1024055W|41.0335997|-102.6818589|1113|3652|Sedgwick|10/13/1978|
182692|Peterson Ditch|Canal|CO|08|Sedgwick|115|402140N|1022252W|40.3611004|-102.3810282|||||1171|3842|Old Baldy|10/13/1978|
182727|Sand Creek|Stream|CO|08|Sedgwick|115|404938N|1021752W|40.8272161|-102.2976858|404857N|1022344W|40.8158264|-102.3954646|1151|3776|Julesburg SE|10/13/1978|
182826|Wildhorse Creek|Stream|CO|08|Phillips|095|403620N|1020722W|40.6055504|-102.1226852|403734N|1025720W|40.6261012|-102.9554801|1101|3612|Amherst SE|10/13/1978|
183028|North Fork Republican River|Stream|NE|31|Dundy|057|400111N|1015618W|40.0197222|-101.9383333|395958N|1022714W|39.9994444|-102.4538889|988|3241|Haigler|10/13/1978|07/08/2008
201759|South Platte River|Stream|CO|08|Logan|075|391730N|1051232W|39.2916567|-105.2088815|390040N|1054425W|39.0111036|-105.7402844|1952|6404|Deckers|10/13/1978|04/01/2011
202890|Lodgepole Creek|Stream|CO|08|Sedgwick|115|405718N|1022304W|40.9549919|-102.3843535|411917N|1051157W|41.3213685|-105.1991452|1072|3517|Ovid|10/13/1978|04/01/2011
202893|State Line Ditch|Canal|CO|08|Sedgwick|115|410008N|1021512W|41.0022146|-102.2532406|||||1061|3481|Chappell SE|10/13/1978|
202923|Haigler Canal|Canal|CO|08|Yuma|125|400344N|1020332W|40.0622128|-102.0587982|||||1040|3412|Laird|10/13/1978|
204647|North Platte River|Stream|NE|31|Lincoln|111|410650N|1004033W|41.1138889|-100.6758333|403823N|1062419W|40.6397222|-106.4052778|844|2769|Maxwell SW|10/13/1978|03/21/2008
454108|Ak Sar Ben Bridge|Bridge|IA|19|Pottawattamie|155|411536N|0955518W|41.2599984|-95.9216805|||||293|961|Omaha North|04/30/1979|
