FEATURE_ID|FEATURE_NAME|FEATURE_CLASS|STATE_ALPHA|STATE_NUMERIC|COUNTY_NAME|COUNTY_NUMERIC|PRIMARY_LAT_DMS|PRIM_LONG_DMS|PRIM_LAT_DEC|PRIM_LONG_DEC|SOURCE_LAT_DMS|SOURCE_LONG_DMS|SOURCE_LAT_DEC|SOURCE_LONG_DEC|ELEV_IN_M|ELEV_IN_FT|MAP_NAME|DATE_CREATED|DATE_EDITED
464437|Altamont Moraine|Range|MN|27|Kittson|069|475231N|0970002W|47.8752555|-97.0006334|||||255|837|Grand Forks|01/01/1990|
640348|Bois de Sioux River|Stream|MN|27|Wilkin|167|461552N|0963555W|46.2644033|-96.5986848|455142N|0963423W|45.8616269|-96.5731247|290|951|Wahpeton|01/11/1980|04/15/2011
648771|Nyqist Coulee|Valley|MN|27|Wilkin|167|463304N|0964126W|46.5510725|-96.6906329|462821N|0964316W|46.4724609|-96.7211888|284|932|Wolverton|01/11/1980|
654552|Coteau des Prairies|Plain|SD|46|Brookings|011|442001N|0964817W|44.3336111|-96.8047222|||||490|1608|Brookings|08/01/1990|01/12/2011
756398|Missouri River|Stream|MO|29|St. Charles|183|384849N|0900711W|38.8136597|-90.1198297|455539N|1113029W|45.9274281|-111.5080238|123|404|Wood River|10/24/1980|
768632|Beaver Creek|Stream|ND|38|McKenzie|053|471948N|1033924W|47.3300156|-103.656584|463139N|1040726W|46.527509|-104.1238228|634|2080|Eagle Draw|04/04/1980|05/26/2011
768704|Bennie Peer Creek|Stream|MT|30|Richland|083|474155N|1040533W|47.698585|-104.092412|472234N|1035042W|47.376238|-103.845091|580|1903|Sidney NE|04/04/1980|12/09/2010
768793|Big Gumbo Creek|Stream|ND|38|Bowman|011|460504N|1035533W|46.08454|-103.92588|460714N|1040400W|46.12062|-104.06671|860|2821|Cedar Ridge|04/04/1980|05/25/2011
769378|Bull Run Creek|Stream|ND|38|Golden Valley|033|463229N|1034847W|46.54145|-103.8131|463648N|1040406W|46.6133436|-104.0682649|776|2546|Three V Crossing|04/04/1980|05/25/2011
769387|Bullion Creek|Stream|MT|30|Wibaux|109|464109N|1040002W|46.6858447|-104.0004843|464134N|1040348W|46.6927778|-104.0633333|884|2900|Carlyle|04/04/1980|
769472|C S Creek|Stream|MT|30|Wibaux|109|472148N|1040713W|47.363377|-104.120414|471548N|1035706W|47.263349|-103.951593|659|2162|Skaar|04/04/1980|12/09/2010
769563|Cannonball Creek|Stream|ND|38|Slope|087|462836N|1035343W|46.47653|-103.89528|463018N|1041023W|46.50501|-104.1729914|793|2602|Pretty Butte|04/04/1980|05/25/2011
769778|Cheney Creek|Stream|MT|30|Richland|083|474530N|1040233W|47.7583508|-104.0424319|474459N|1040238W|47.7497396|-104.0438208|574|1883|Fairview|04/04/1980|
770189|Cottonwood Creek|Stream|MT|30|Sheridan|091|483053N|1041602W|48.5147472|-104.267167|483330N|1035037W|48.5583603|-103.8435384|594|1949|Reserve SE|04/04/1980|
770631|Devitt Creek|Stream|MT|30|Richland|083|473756N|1040145W|47.6322391|-104.0290973|473546N|1040444W|47.5961277|-104.0788214|598|1962|Sidney NE|04/04/1980|
770797|Dry Creek|Stream|MT|30|Wibaux|109|470842N|1040305W|47.1450146|-104.0513191|470231N|1035717W|47.0419585|-103.9546486|738|2421|Odland Dam NE|04/04/1980|
770863|Duck Creek|Stream|MT|30|Wibaux|109|465234N|1040943W|46.876152|-104.161935|464711N|1040011W|46.786309|-104.003019|842|2762|Wibaux|04/04/1980|12/07/2010
770889|Dugout Creek|Stream|MT|30|Fallon|025|462602N|1040203W|46.4338968|-104.034098|462536N|1041022W|46.4266738|-104.1727141|852|2795|Badland Draw|04/04/1980|
771520|Fort Union Trading Post National Historic Site|Park|MT|30|Roosevelt|085|480002N|1040237W|48.0005759|-104.0435451|||||578|1896|Bainville SE|04/04/1980|
771566|Fourmile Creek|Stream|MT|30|Richland|083|475814N|1035923W|47.9705759|-103.9896536|475432N|1041751W|47.908907|-104.2974444|567|1860|Buford|04/04/1980|
772238|Hay Creek|Stream|MT|30|Richland|083|474914N|1035903W|47.8205741|-103.9840967|474915N|1040309W|47.8208515|-104.0524328|571|1873|Cartwright|04/04/1980|
772566|Horse Tied Creek|Stream|MT|30|Roosevelt|085|480727N|1040750W|48.1241878|-104.1304937|480634N|1035828W|48.1094663|-103.9743757|592|1942|Bainville SW|04/04/1980|
772571|Horseshoe Lake|Lake|MT|30|Sheridan|091|483542N|1040243W|48.5950265|-104.0452132|||||599|1965|Brush Lake|04/04/1980|
772880|Johny Creek|Stream|MT|30|Fallon|025|462727N|1040024W|46.4575084|-104.0065969|462755N|1041137W|46.4652855|-104.193548|835|2739|Badland Draw|04/04/1980|
773248|Lateral L|Canal|MT|30|Richland|083|475031N|1040300W|47.8419628|-104.0499329|||||582|1909|Fairview|04/04/1980|
773400|Little Beaver Creek|Stream|MT|30|Wibaux|109|470615N|1040653W|47.10412|-104.114642|465011N|1035810W|46.836417|-103.969545|762|2500|Odland Dam|04/04/1980|12/07/2010
773403|Little Beaver Creek|Stream|ND|38|Slope|087|461717N|1035532W|46.2880616|-103.9254839|454740N|1043133W|45.79437|-104.5259|823|2700|Marmarth|04/04/1980|05/25/2011
773469|Little Muddy Creek|Stream|MT|30|Roosevelt|085|480345N|1041057W|48.0625201|-104.1824403|481822N|1035950W|48.3061348|-103.9971549|571|1873|Bainville SW|04/04/1980|
774649|Nineteen hundred and three Lateral N|Canal|MT|30|Richland|083|475211N|1040243W|47.869741|-104.0452107|||||586|1923|Fairview|04/04/1980|
774895|O'Brien Creek|Stream|MT|30|Richland|083|473615N|1041120W|47.604109|-104.188757|472912N|1040218W|47.486683|-104.038264|580|1903|Piche|04/04/1980|12/09/2010
775331|Poison Spring Creek|Stream|MT|30|Wibaux|109|472203N|1040323W|47.3675156|-104.0563196|472203N|1040323W|47.3675156|-104.0563196|671|2201|Skaar|04/04/1980|
776390|Shadwell Creek|Stream|MT|30|Richland|083|473043N|1041505W|47.51196|-104.251328|472535N|1035954W|47.426461|-103.998299|587|1926|Crane|04/04/1980|04/15/2011
776437|Sheep Creek|Stream|MT|30|Fallon|025|455602N|1040015W|45.9338895|-104.0040998|455954N|1040703W|45.9983333|-104.1175|890|2920|Snider Hill|04/04/1980|
776674|Smith Creek|Stream|MT|30|Richland|083|472628N|1041825W|47.4411265|-104.306886|472146N|1040237W|47.36281|-104.043746|592|1942|Savage|04/04/1980|12/10/2010
776725|Soda Creek|Stream|ND|38|Bowman|011|455815N|1035756W|45.97082|-103.96549|460209N|1040905W|46.03588|-104.15142|877|2877|Doaks Butte|04/04/1980|05/26/2011
778533|Willow Creek|Stream|MT|30|Sheridan|091|483148N|1040259W|48.5300257|-104.049658|482701N|1035251W|48.4503033|-103.880762|617|2024|Brush Lake|04/04/1980|05/04/2009
792876|Waterhole Creek|Stream|MT|30|Fallon|025|461609N|1035911W|46.2691721|-103.9863196|462140N|1040902W|46.3611172|-104.1504915|843|2766|Marmarth|04/04/1980|
799089|Round Lake|Lake|ND|38|Divide|023|485337N|1040239W|48.8936385|-104.0441016|||||630|2067|Westby North|03/01/1994|
799243|Badland Draw|Valley|ND|38|Slope|087|462538N|1040222W|46.4272299|-104.039376|462600N|1040533W|46.4333333|-104.0925|854|2802|Badland Draw|04/01/1994|
799256|Corral Creek|Stream|ND|38|Bowman|011|461600N|1040004W|46.266672|-104.0010425|461943N|1041033W|46.3286166|-104.1757704|855|2805|Waterhole Creek|04/01/1994|
799275|Buffalo Creek|Stream|ND|38|Bowman|011|461435N|1040024W|46.2430605|-104.0065983|461756N|1041206W|46.2988937|-104.2016048|849|2785|Webster NE|04/01/1994|
799276|Little Beaver East Oil Field|Oilfield|ND|38|Bowman|011|460614N|1040142W|46.1038916|-104.0282666|||||914|2999|Scole School|04/01/1994|
799835|Corral Creek|Stream|ND|38|Bowman|011|461607N|1035909W|46.2686165|-103.9857641|461938N|1041033W|46.3272276|-104.1757704|842|2762|Marmarth|07/01/1994|
