FEATURE_ID|FEATURE_NAME|FEATURE_CLASS|STATE_ALPHA|STATE_NUMERIC|COUNTY_NAME|COUNTY_NUMERIC|PRIMARY_LAT_DMS|PRIM_LONG_DMS|PRIM_LAT_DEC|PRIM_LONG_DEC|SOURCE_LAT_DMS|SOURCE_LONG_DMS|SOURCE_LAT_DEC|SOURCE_LONG_DEC|ELEV_IN_M|ELEV_IN_FT|MAP_NAME|DATE_CREATED|DATE_EDITED
1390654|Amraw|Cemetery|FM|64|Yap|060|093100N|1380546E|9.5166667|138.0961111|||||37|121|Yap Islands (Waqab)|07/02/1984|
1390655|Asor|Island|FM|64|Yap|060|100204N|1394620E|10.0344444|139.7722222|||||0|0|Unknown|07/02/1984|
1390656|Bael|Bar|FM|64|Yap|060|093146N|1381132E|9.5294444|138.1922222|||||2|7|Yap Islands (Waqab)|07/02/1984|
1390657|Baqanimaqut|Populated Place|FM|64|Yap|060|093016N|1380651E|9.5044444|138.1141667|||||1|3|Yap Islands (Waqab)|07/02/1984|
1390658|Bechyal|Populated Place|FM|64|Yap|060|093637N|1381026E|9.6102778|138.1738889|||||37|121|Yap Islands (Waqab)|07/02/1984|
1390659|Beenik|Populated Place|FM|64|Yap|060|092957N|1380712E|9.4991667|138.12|||||0|0|Yap Islands (Waqab)|07/02/1984|
1390660|Begef|Island|FM|64|Yap|060|100205N|1394444E|10.0347222|139.7455556|||||0|0|Unknown|07/02/1984|
1390661|Bekefas|Island|FM|64|Yap|060|064124N|1430336E|6.69|143.06|||||0|0|Unknown|07/02/1984|
1390662|Bigeew|Bay|FM|64|Yap|060|092804N|1380522E|9.4677778|138.0894444|||||0|0|Yap Islands (Waqab)|07/02/1984|
1390663|Bigelimol|Island|FM|64|Yap|060|080935N|1402048E|8.1597222|140.3466667|||||0|0|Unknown|07/02/1984|
1390664|Bigeliwol|Island|FM|64|Yap|060|080918N|1402206E|8.155|140.3683333|||||0|0|Unknown|07/02/1984|
1390665|Bigelor|Island|FM|64|Yap|060|080714N|1402524E|8.1205556|140.4233333|||||0|0|Unknown|07/02/1984|
1390666|Bileebuqoy|Bar|FM|64|Yap|060|093016N|1380802E|9.5044444|138.1338889|||||0|0|Yap Islands (Waqab)|07/02/1984|
1390667|Bileeduug|Summit|FM|64|Yap|060|093340N|1380840E|9.5611111|138.1444444|||||20|66|Yap Islands (Waqab)|07/02/1984|
1390668|Bileengeel|Summit|FM|64|Yap|060|093105N|1380628E|9.5180556|138.1077778|||||66|217|Yap Islands (Waqab)|07/02/1984|
1390669|Bileeroek|Summit|FM|64|Yap|060|093344N|1380844E|9.5622222|138.1455556|||||25|82|Yap Islands (Waqab)|07/02/1984|
1390670|Bileewacheg|Summit|FM|64|Yap|060|093346N|1380857E|9.5627778|138.1491667|||||17|56|Yap Islands (Waqab)|07/02/1984|
1390671|Bileeyibuw|Populated Place|FM|64|Yap|060|093126N|1380858E|9.5238889|138.1494444|||||0|0|Yap Islands (Waqab)|07/02/1984|
1390672|Bilegirik|Bay|FM|64|Yap|060|093310N|1380531E|9.5527778|138.0919444|||||0|0|Yap Islands (Waqab)|07/02/1984|
1390673|Bileyrich|Bay|FM|64|Yap|060|093254N|1380541E|9.5483333|138.0947222|||||0|0|Yap Islands (Waqab)|07/02/1984|
1390674|Biliig|Summit|FM|64|Yap|060|093213N|1380914E|9.5369444|138.1538889|||||11|36|Yap Islands (Waqab)|07/02/1984|
1390675|Binaew|Populated Place|FM|64|Yap|060|093147N|1380532E|9.5297222|138.0922222|||||0|0|Yap Islands (Waqab)|07/02/1984|
1390676|Binaew|Populated Place|FM|64|Yap|060|093223N|1381111E|9.5397222|138.1863889|||||47|154|Yap Islands (Waqab)|07/02/1984|
1390677|Biy|Island|FM|64|Yap|060|093104N|1380836E|9.5177778|138.1433333|||||0|0|Yap Islands (Waqab)|07/02/1984|
1390678|Boen|Bay|FM|64|Yap|060|093054N|1380442E|9.515|138.0783333|||||0|0|Yap Islands (Waqab)|07/02/1984|
1390679|Bras|Island|FM|64|Yap|060|005549N|1341913E|.9302778|134.3202778|||||0|0|Unknown|07/02/1984|
